hour;wind_capacity_factor
4309;0.414
4310;0.067
4311;0.014
4312;0.004
4313;0.002
4314;0.001
4315;0.002
4316;0.002
4317;0.003
4318;0.001
4319;0.001
4320;0.001
4321;0.025
4322;0.397
4323;0.401
4324;0.117
4325;0.01
4326;0.005
4327;0.005
4328;0.018
4329;0.096
4330;0.106
4331;0.073
4332;0.386
4333;0.435
4334;0.049
4335;0.023
4336;0.009
4337;0.002
4338;0
4339;0
4340;0
4341;0
4342;0
4343;0
4344;0.001
4345;0.001
4346;0
4347;0
4348;0
4349;0
4350;0
4351;0
4352;0.001
4353;0.005
4354;0.021
4355;0.016
4356;0.057
4357;0.105
4358;0.007
4359;0.002
4360;0.001
4361;0
4362;0
4363;0
4364;0
4365;0.001
4366;0
4367;0
4368;0
4369;0.005
4370;0.104
4371;0.054
4372;0.036
4373;0.033
4374;0.027
4375;0.048
4376;0.087
4377;0.123
4378;0.15
4379;0.267
4380;0.474
4381;0.179
4382;0.027
4383;0.015
4384;0.011
4385;0.006
4386;0.002
4387;0
4388;0
4389;0
4390;0
4391;0
4392;0
4393;0
4394;0.133
4395;0.002
4396;0.01
4397;0.084
4398;0.338
4399;0.629
4400;1.272
4401;2.89
4402;4.611
4403;5.089
4404;4.923
4405;2.967
4406;1.16
4407;0.779
4408;0.436
4409;0.16
4410;0.05
4411;0.014
4412;0.004
4413;0.001
4414;0.001
4415;0
4416;0
4417;0.002
4418;0.019
4419;0.094
4420;0.14
4421;0.332
4422;0.65
4423;1.879
4424;4.756
4425;7.314
4426;8.562
4427;7.889
4428;4.792
4429;1.76
4430;0.29
4431;0.093
4432;0.033
4433;0.002
4434;0.001
4435;0.001
4436;0
4437;0
4438;0
4439;0
4440;0
4441;0
4442;0.029
4443;0.258
4444;0.891
4445;0.928
4446;1.057
4447;1.535
4448;2.542
4449;3.463
4450;3.398
4451;2.704
4452;1.929
4453;0.539
4454;0.157
4455;0.144
4456;0.155
4457;0.173
4458;0.149
4459;0.101
4460;0.071
4461;0.09
4462;0.18
4463;0.299
4464;0.371
4465;0.944
4466;2.3
4467;1.654
4468;0.605
4469;0.44
4470;0.516
4471;0.944
4472;1.927
4473;3.707
4474;4.16
4475;3.442
4476;2.621
4477;1.516
4478;0.62
4479;0.405
4480;0.231
4481;0.081
4482;0.016
4483;0.004
4484;0.001
4485;0
4486;0
4487;0
4488;0
4489;0.002
4490;0.037
4491;0.062
4492;0.071
4493;0.23
4494;0.567
4495;1.246
4496;3.235
4497;4.769
4498;4.657
4499;4.168
4500;3.189
4501;2.046
4502;0.605
4503;0.449
4504;0.153
4505;0.045
4506;0.008
4507;0
4508;0
4509;0
4510;0
4511;0
4512;0
4513;0.001
4514;0.007
4515;0.032
4516;0.093
4517;0.217
4518;0.338
4519;0.432
4520;0.476
4521;0.994
4522;2.703
4523;2.703
4524;1.788
4525;0.612
4526;0.154
4527;0.088
4528;0.071
4529;0.05
4530;0.015
4531;0.005
4532;0
4533;0
4534;0
4535;0.004
4536;0.008
4537;0.016
4538;0.495
4539;3.349
4540;5.706
4541;6.036
4542;6.052
4543;5.394
4544;3.858
4545;2.182
4546;1.066
4547;0.429
4548;0.099
4549;0.004
4550;0
4551;0
4552;0
4553;0
4554;0
4555;0
4556;0
4557;0
4558;0
4559;0
4560;0
4561;0.001
4562;0.013
4563;0.016
4564;0.023
4565;0.061
4566;0.224
4567;1.081
4568;5.299
4569;8.75
4570;8.52
4571;6.834
4572;5.285
4573;4.203
4574;3.95
4575;5.25
4576;4.272
4577;2.273
4578;1.303
4579;1.108
4580;0.807
4581;0.541
4582;0.734
4583;0.727
4584;0.718
4585;1.004
4586;1.869
4587;1.826
4588;0.703
4589;0.175
4590;0.04
4591;0.07
4592;0.076
4593;0.07
4594;0.076
4595;0.137
4596;0.249
4597;0.076
4598;0.015
4599;0.006
4600;0.001
4601;0
4602;0
4603;0
4604;0
4605;0
4606;0
4607;0
4608;0
4609;0
4610;0.009
4611;0.177
4612;0.317
4613;0.397
4614;0.23
4615;0.296
4616;0.704
4617;1.444
4618;2.567
4619;3.396
4620;3.031
4621;1.597
4622;0.644
4623;0.112
4624;0.008
4625;0.001
4626;0.002
4627;0.009
4628;0.037
4629;0.076
4630;0.074
4631;0.068
4632;0.097
4633;0.178
4634;0.241
4635;0.185
4636;0.275
4637;0.426
4638;0.754
4639;1.058
4640;1.194
4641;1.272
4642;1.398
4643;1.058
4644;0.57
4645;0.395
4646;1.526
4647;5.71
4648;11.37
4649;12.037
4650;8.848
4651;5.741
4652;4.431
4653;3.113
4654;1.268
4655;0.496
4656;0.196
4657;0.33
4658;0.903
4659;1.428
4660;2.622
4661;4.842
4662;7.729
4663;9.824
4664;11.555
4665;13.186
4666;15.175
4667;17.299
4668;16.576
4669;13.945
4670;12.831
4671;11.764
4672;7.385
4673;3.398
4674;1.2
4675;0.323
4676;0.111
4677;0.042
4678;0.026
4679;0.02
4680;0.016
4681;0.063
4682;0.446
4683;1.291
4684;2.518
4685;3.055
4686;2.327
4687;1.8
4688;1.497
4689;1.255
4690;1.631
4691;1.642
4692;1.424
4693;0.626
4694;0.144
4695;0.201
4696;0.099
4697;0.069
4698;0.047
4699;0.041
4700;0.061
4701;0.074
4702;0.044
4703;0.007
4704;0
4705;0
4706;0
4707;0
4708;0
4709;0
4710;0
4711;0.005
4712;0.028
4713;0.055
4714;0.053
4715;0.064
4716;0.09
4717;0.029
4718;0.002
4719;0
4720;0
4721;0
4722;0
4723;0
4724;0
4725;0
4726;0
4727;0
4728;0
4729;0
4730;0
4731;0
4732;0
4733;0
4734;0.001
4735;0.008
4736;0.019
4737;0.067
4738;0.203
4739;0.521
4740;0.68
4741;0.393
4742;0.053
4743;0.049
4744;0.032
4745;0.019
4746;0.011
4747;0.006
4748;0
4749;0
4750;0
4751;0
4752;0
4753;0
4754;0
4755;0
4756;0
4757;0
4758;0
4759;0
4760;0
4761;0.003
4762;0.022
4763;0.025
4764;0.039
4765;0.151
4766;0.015
4767;0.007
4768;0.003
4769;0.001
4770;0.001
4771;0.001
4772;0.001
4773;0
4774;0
4775;0
4776;0
4777;0
4778;0
4779;0
4780;0.006
4781;0.017
4782;0.023
4783;0.026
4784;0.025
4785;0.021
4786;0.01
4787;0.007
4788;0.024
4789;0.007
4790;0.001
4791;0
4792;0
4793;0
4794;0
4795;0
4796;0
4797;0
4798;0
4799;0
4800;0
4801;0
4802;0
4803;0
4804;0
4805;0
4806;0.001
4807;0.002
4808;0.002
4809;0.002
4810;0.002
4811;0.004
4812;0.019
4813;0.012
4814;0.002
4815;0.002
4816;0.001
4817;0
4818;0
4819;0
4820;0.001
4821;0.001
4822;0.002
4823;0.003
4824;0.001
4825;0.002
4826;0.001
4827;0.003
4828;0.003
4829;0.008
4830;0.023
4831;0.057
4832;0.099
4833;0.149
4834;0.423
4835;0.915
4836;0.65
4837;0.198
4838;0.066
4839;0.098
4840;0.026
4841;0.002
4842;0
4843;0
4844;0
4845;0
4846;0
4847;0
4848;0.001
4849;0.003
4850;0.07
4851;0.735
4852;0.314
4853;0.159
4854;0.128
4855;0.11
4856;0.114
4857;0.287
4858;0.652
4859;0.954
4860;0.642
4861;0.243
4862;0.019
4863;0.003
4864;0
4865;0
4866;0
4867;0
4868;0
4869;0
4870;0
4871;0
4872;0
4873;0
4874;0.002
4875;0.01
4876;0.069
4877;0.275
4878;0.287
4879;0.373
4880;0.491
4881;0.947
4882;1.028
4883;0.722
4884;0.349
4885;0.054
4886;0.007
4887;0.003
4888;0.002
4889;0.003
4890;0.002
4891;0.002
4892;0.001
4893;0.001
4894;0
4895;0
4896;0
4897;0.001
4898;0.027
4899;0.193
4900;1.112
4901;3.58
4902;6.784
4903;8.859
4904;9.296
4905;8.943
4906;8.035
4907;5.429
4908;2.428
4909;0.621
4910;0.217
4911;0.109
4912;0.089
4913;0.097
4914;0.109
4915;0.128
4916;0.122
4917;0.058
4918;0.027
4919;0.018
4920;0.013
4921;0.026
4922;0.12
4923;0.127
4924;0.044
4925;0.045
4926;0.031
4927;0.014
4928;0.015
4929;0.029
4930;0.058
4931;0.054
4932;0.042
4933;0.018
4934;0.003
4935;0.002
4936;0.002
4937;0.001
4938;0.001
4939;0.001
4940;0.001
4941;0
4942;0
4943;0
4944;0
4945;0
4946;0.006
4947;0.019
4948;0.066
4949;0.166
4950;1.037
4951;4.174
4952;6.391
4953;5.954
4954;4.92
4955;2.984
4956;0.663
4957;0.023
4958;0.034
4959;0.238
4960;0.573
4961;0.892
4962;0.266
4963;0.003
4964;0
4965;0.001
4966;0.001
4967;0
4968;0
4969;0
4970;0.022
4971;0.09
4972;0.078
4973;0.114
4974;0.191
4975;0.309
4976;0.676
4977;2.846
4978;4.764
4979;4.11
4980;2.916
4981;1.081
4982;0.535
4983;0.191
4984;0.015
4985;0.003
4986;0.002
4987;0.001
4988;0.001
4989;0
4990;0
4991;0
4992;0
4993;0
4994;0.001
4995;0.042
4996;0.109
4997;0.121
4998;0.125
4999;0.141
5000;0.179
5001;0.23
5002;0.406
5003;0.978
5004;1.156
5005;0.255
5006;0.029
5007;0.014
5008;0.006
5009;0.001
5010;0.001
5011;0
5012;0
5013;0
5014;0.001
5015;0.001
5016;0.001
5017;0.001
5018;0.014
5019;0.01
5020;0.031
5021;0.113
5022;0.23
5023;0.37
5024;0.848
5025;2.704
5026;3.775
5027;3.168
5028;1.565
5029;0.256
5030;0.019
5031;0.005
5032;0.001
5033;0.002
5034;0.008
5035;0.011
5036;0.003
5037;0.001
5038;0.001
5039;0
5040;0
5041;0
5042;0.006
5043;0.028
5044;0.072
5045;0.133
5046;0.227
5047;0.324
5048;0.424
5049;0.651
5050;1.816
5051;2.434
5052;1.938
5053;0.537
5054;0.091
5055;0.101
5056;0.112
5057;0.099
5058;0.064
5059;0.043
5060;0.058
5061;0.07
5062;0.064
5063;0.048
5064;0.029
5065;0.048
5066;0.053
5067;0.05
5068;0.042
5069;0.081
5070;0.157
5071;0.471
5072;0.955
5073;1.668
5074;1.833
5075;1.289
5076;0.644
5077;0.12
5078;0.038
5079;0.026
5080;0.013
5081;0.004
5082;0.002
5083;0
5084;0
5085;0
5086;0
5087;0.001
5088;0.001
5089;0
5090;0.001
5091;0.023
5092;0.053
5093;0.055
5094;0.047
5095;0.066
5096;0.1
5097;0.124
5098;0.11
5099;0.134
5100;0.397
5101;0.161
5102;0.02
5103;0.017
5104;0.016
5105;0.005
5106;0
5107;0
5108;0.001
5109;0.001
5110;0.001
5111;0.001
5112;0.001
5113;0
5114;0
5115;0.004
5116;0.022
5117;0.071
5118;0.138
5119;0.194
5120;0.215
5121;0.212
5122;0.361
5123;0.644
5124;0.699
5125;0.174
5126;0.013
5127;0.007
5128;0.003
5129;0.002
5130;0.003
5131;0.002
5132;0.001
5133;0.001
5134;0
5135;0
5136;0
5137;0
5138;0
5139;0
5140;0.001
5141;0.008
5142;0.059
5143;0.094
5144;0.117
5145;0.212
5146;0.31
5147;0.575
5148;0.592
5149;0.139
5150;0.05
5151;0.046
5152;0.047
5153;0.013
5154;0.004
5155;0.004
5156;0.006
5157;0.008
5158;0.006
5159;0.002
5160;0.001
5161;0
5162;0.002
5163;0.013
5164;0.001
5165;0.003
5166;0.008
5167;0.014
5168;0.014
5169;0.013
5170;0.027
5171;0.128
5172;0.531
5173;0.246
5174;0.07
5175;0.083
5176;0.072
5177;0.034
5178;0.027
5179;0.02
5180;0.001
5181;0
5182;0
5183;0
5184;0
5185;0
5186;0
5187;0.071
5188;0.237
5189;0.157
5190;0.193
5191;0.321
5192;0.465
5193;0.483
5194;0.397
5195;0.245
5196;0.118
5197;0.035
5198;0.001
5199;0
5200;0
5201;0
5202;0
5203;0
5204;0
5205;0
5206;0
5207;0
5208;0.001
5209;0.001
5210;0.001
5211;0.003
5212;0.042
5213;0.034
5214;0.014
5215;0.021
5216;0.034
5217;0.03
5218;0.015
5219;0.015
5220;0.053
5221;0.012
5222;0
5223;0
5224;0
5225;0
5226;0
5227;0
5228;0
5229;0.004
5230;0.009
5231;0
5232;0.002
5233;0.001
5234;0.003
5235;0.01
5236;0
5237;0.003
5238;0.007
5239;0.015
5240;0.017
5241;0.09
5242;0.259
5243;0.32
5244;0.112
5245;0.01
5246;0.001
5247;0
5248;0
5249;0.001
5250;0.001
5251;0.001
5252;0.002
5253;0.002
5254;0.002
5255;0.001
5256;0.001
5257;0.002
5258;0.041
5259;0.723
5260;1.28
5261;2.253
5262;3.86
5263;5.757
5264;7.18
5265;8.128
5266;9.112
5267;9.011
5268;6.562
5269;1.923
5270;0.788
5271;0.529
5272;0.333
5273;0.181
5274;0.076
5275;0.019
5276;0.008
5277;0.002
5278;0
5279;0.001
5280;0.001
5281;0.003
5282;0.063
5283;0.23
5284;0.519
5285;0.754
5286;0.89
5287;0.984
5288;2.462
5289;4.181
5290;4.708
5291;3.355
5292;1.412
5293;0.192
5294;0.014
5295;0.002
5296;0
5297;0
5298;0
5299;0
5300;0
5301;0
5302;0
5303;0
5304;0
5305;0
5306;0.003
5307;0.008
5308;0.032
5309;0.053
5310;0.075
5311;0.104
5312;0.233
5313;0.585
5314;0.807
5315;0.848
5316;0.581
5317;0.066
5318;0.01
5319;0.007
5320;0.003
5321;0
5322;0
5323;0
5324;0
5325;0
5326;0
5327;0
5328;0
5329;0
5330;0
5331;0
5332;0.001
5333;0.006
5334;0.03
5335;0.35
5336;1.642
5337;2.939
5338;2.602
5339;1.697
5340;0.55
5341;0.031
5342;0.002
5343;0
5344;0
5345;0.001
5346;0
5347;0.001
5348;0.005
5349;0.021
5350;0.026
5351;0.018
5352;0.018
5353;0.01
5354;0
5355;0
5356;0.004
5357;0.02
5358;0.036
5359;0.034
5360;0.012
5361;0.005
5362;0.012
5363;0.064
5364;0.259
5365;0.074
5366;0.012
5367;0.006
5368;0.002
5369;0.001
5370;0
5371;0
5372;0.001
5373;0.002
5374;0.001
5375;0.002
5376;0.002
5377;0
5378;0.002
5379;0.616
5380;0.716
5381;0.354
5382;0.806
5383;4.641
5384;10.043
5385;12.15
5386;13.382
5387;9.383
5388;3.218
5389;0.106
5390;0.007
5391;0.014
5392;0.041
5393;0.034
5394;0.006
5395;0
5396;0.002
5397;0.001
5398;0.001
5399;0
5400;0
5401;0.001
5402;0.003
5403;0.005
5404;0.021
5405;0.084
5406;0.26
5407;0.528
5408;0.751
5409;0.84
5410;1.427
5411;3.074
5412;2.541
5413;1.013
5414;0.517
5415;0.716
5416;0.734
5417;0.399
5418;0.127
5419;0.026
5420;0.008
5421;0.005
5422;0.003
5423;0.002
5424;0.002
5425;0.004
5426;0.021
5427;0.071
5428;0.054
5429;0.082
5430;0.135
5431;0.215
5432;0.313
5433;0.541
5434;1.172
5435;1.759
5436;0.998
5437;0.162
5438;0.028
5439;0.019
5440;0.021
5441;0.04
5442;0.062
5443;0.068
5444;0.053
5445;0.047
5446;0.031
5447;0.015
5448;0.008
5449;0.014
5450;0.142
5451;0.175
5452;0.127
5453;0.211
5454;0.618
5455;1.245
5456;1.535
5457;0.698
5458;0.264
5459;0.093
5460;0.108
5461;0.026
5462;0.001
5463;0
5464;0
5465;0
5466;0
5467;0
5468;0
5469;0
5470;0
5471;0
5472;0
5473;0
5474;0.006
5475;0.003
5476;0.006
5477;0.014
5478;0.025
5479;0.026
5480;0.021
5481;0.014
5482;0.007
5483;0.003
5484;0.003
5485;0.002
5486;0
5487;0
5488;0
5489;0
5490;0
5491;0
5492;0
5493;0
5494;0
5495;0
5496;0
5497;0
5498;0.001
5499;0.002
5500;0.016
5501;0.036
5502;0.051
5503;0.073
5504;0.132
5505;0.856
5506;1.214
5507;0.67
5508;0.187
5509;0.014
5510;0.003
5511;0.001
5512;0
5513;0
5514;0
5515;0
5516;0
5517;0
5518;0
5519;0
5520;0
5521;0.001
5522;0.006
5523;0.018
5524;0.036
5525;0.023
5526;0.01
5527;0.011
5528;0.021
5529;0.069
5530;0.191
5531;0.571
5532;0.758
5533;0.122
5534;0.019
5535;0.013
5536;0.01
5537;0.008
5538;0.012
5539;0.017
5540;0.014
5541;0.008
5542;0.003
5543;0.001
5544;0.001
5545;0.004
5546;0.138
5547;0.157
5548;0.099
5549;0.125
5550;0.16
5551;0.168
5552;0.266
5553;0.322
5554;0.428
5555;0.618
5556;0.593
5557;0.07
5558;0.013
5559;0.008
5560;0.007
5561;0.006
5562;0.006
5563;0.005
5564;0.003
5565;0.002
5566;0.002
5567;0.002
5568;0.001
5569;0
5570;0
5571;0
5572;0.008
5573;0.043
5574;0.097
5575;0.112
5576;0.304
5577;1.414
5578;2.459
5579;2.066
5580;1.389
5581;0.526
5582;0.43
5583;0.516
5584;0.126
5585;0.015
5586;0.002
5587;0.003
5588;0.005
5589;0.002
5590;0
5591;0.001
5592;0
5593;0.001
5594;0
5595;0.001
5596;0.022
5597;0.003
5598;0
5599;0
5600;0
5601;0
5602;0.001
5603;0.004
5604;0.03
5605;0.006
5606;0
5607;0
5608;0
5609;0
5610;0
5611;0
5612;0
5613;0
5614;0
5615;0
5616;0
5617;0
5618;0
5619;0.014
5620;0.042
5621;0.059
5622;0.068
5623;0.095
5624;0.253
5625;0.702
5626;0.944
5627;0.696
5628;0.356
5629;0.061
5630;0.019
5631;0.002
5632;0
5633;0
5634;0
5635;0
5636;0
5637;0
5638;0
5639;0
5640;0
5641;0
5642;0.001
5643;0.002
5644;0
5645;0
5646;0
5647;0
5648;0
5649;0
5650;0.006
5651;0.01
5652;0.023
5653;0.008
5654;0.001
5655;0
5656;0
5657;0.001
5658;0.001
5659;0.001
5660;0.001
5661;0
5662;0
5663;0
5664;0.002
5665;0.001
5666;0
5667;0.005
5668;0.182
5669;0.18
5670;0.117
5671;0.084
5672;0.051
5673;0.026
5674;0.012
5675;0.005
5676;0.016
5677;0.01
5678;0.001
5679;0
5680;0
5681;0
5682;0
5683;0
5684;0
5685;0
5686;0
5687;0
5688;0
5689;0
5690;0
5691;0
5692;0.001
5693;0.008
5694;0.07
5695;0.165
5696;0.339
5697;1.85
5698;4.311
5699;4.104
5700;2.569
5701;0.559
5702;0.13
5703;0.028
5704;0.01
5705;0.011
5706;0.014
5707;0.005
5708;0.001
5709;0
5710;0
5711;0
5712;0
5713;0
5714;0.002
5715;0.071
5716;0.022
5717;0.016
5718;0.019
5719;0.036
5720;0.044
5721;0.044
5722;0.038
5723;0.022
5724;0.178
5725;0.018
5726;0.005
5727;0.005
5728;0.005
5729;0.005
5730;0.003
5731;0.002
5732;0.001
5733;0
5734;0
5735;0
5736;0
5737;0
5738;0
5739;0.008
5740;0
5741;0
5742;0.002
5743;0.015
5744;0.024
5745;0.071
5746;0.622
5747;1.019
5748;0.647
5749;0.129
5750;0.082
5751;0.092
5752;0.067
5753;0.031
5754;0.014
5755;0.006
5756;0.005
5757;0.006
5758;0.002
5759;0
5760;0
5761;0
5762;0.003
5763;0.029
5764;0.109
5765;0.142
5766;0.258
5767;0.461
5768;0.832
5769;1.381
5770;1.64
5771;1.181
5772;0.362
5773;0.023
5774;0.005
5775;0.003
5776;0.002
5777;0.001
5778;0
5779;0
5780;0
5781;0
5782;0
5783;0
5784;0
5785;0
5786;0.003
5787;0.128
5788;0.026
5789;0.019
5790;0.046
5791;0.068
5792;0.104
5793;0.214
5794;0.964
5795;1.438
5796;0.6
5797;0.09
5798;0.023
5799;0.012
5800;0.01
5801;0.01
5802;0.006
5803;0.008
5804;0.006
5805;0.003
5806;0.003
5807;0.006
5808;0.003
5809;0
5810;0.001
5811;0.001
5812;0.01
5813;0.068
5814;0.059
5815;0.112
5816;0.541
5817;1.116
5818;1.705
5819;2.064
5820;0.906
5821;0.114
5822;0.025
5823;0.014
5824;0.013
5825;0.007
5826;0.001
5827;0.001
5828;0.001
5829;0.001
5830;0.002
5831;0.002
5832;0
5833;0
5834;0
5835;0.001
5836;0.013
5837;0.101
5838;0.291
5839;0.242
5840;0.13
5841;0.028
5842;0.008
5843;0.001
5844;0.001
5845;0
5846;0
5847;0
5848;0
5849;0
5850;0
5851;0
5852;0
5853;0
5854;0
5855;0.001
5856;0.004
5857;0.009
5858;0.021
5859;0.022
5860;0
5861;0
5862;0
5863;0
5864;0
5865;0.032
5866;0.073
5867;0.309
5868;0.329
5869;0.04
5870;0.008
5871;0.004
5872;0.002
5873;0.001
5874;0
5875;0
5876;0
5877;0
5878;0
5879;0
5880;0
5881;0
5882;0
5883;0.001
5884;0
5885;0
5886;0
5887;0
5888;0
5889;0.001
5890;0.003
5891;0.003
5892;0.021
5893;0.009
5894;0.001
5895;0
5896;0
5897;0
5898;0
5899;0
5900;0
5901;0
5902;0
5903;0
5904;0
5905;0
5906;0.001
5907;0.002
5908;0.006
5909;0.012
5910;0.019
5911;0.022
5912;0.015
5913;0.009
5914;0.014
5915;0.061
5916;0.178
5917;0.025
5918;0.003
5919;0.001
5920;0
5921;0
5922;0
5923;0
5924;0
5925;0
5926;0
5927;0
5928;0
5929;0
5930;0
5931;0
5932;0.003
5933;0.015
5934;0.044
5935;0.158
5936;0.465
5937;0.65
5938;0.669
5939;0.619
5940;0.248
5941;0.023
5942;0.004
5943;0.001
5944;0
5945;0
5946;0
5947;0
5948;0
5949;0
5950;0
5951;0
5952;0
5953;0
5954;0
5955;0
5956;0.004
5957;0.008
5958;0.032
5959;0.074
5960;0.112
5961;0.377
5962;1.44
5963;1.931
5964;1.129
5965;0.202
5966;0.109
5967;0.091
5968;0.032
5969;0.015
5970;0.012
5971;0.004
5972;0
5973;0
5974;0
5975;0
5976;0
5977;0
5978;0
5979;0
5980;0.001
5981;0.006
5982;0.015
5983;0.034
5984;0.053
5985;0.075
5986;0.137
5987;0.411
5988;0.566
5989;0.064
5990;0.011
5991;0.006
5992;0.001
5993;0
5994;0
5995;0
5996;0
5997;0
5998;0
5999;0
6000;0
6001;0
6002;0.001
6003;0.007
6004;0.03
6005;0.07
6006;0.113
6007;0.167
6008;0.198
6009;0.399
6010;0.735
6011;0.881
6012;0.542
6013;0.036
6014;0.01
6015;0.007
6016;0.003
6017;0
6018;0
6019;0
6020;0
6021;0
6022;0
6023;0
6024;0
6025;0
6026;0.001
6027;0.008
6028;0.029
6029;0.052
6030;0.075
6031;0.111
6032;0.212
6033;0.601
6034;1.194
6035;1.498
6036;0.848
6037;0.081
6038;0.027
6039;0.014
6040;0.007
6041;0.008
6042;0.002
6043;0
6044;0
6045;0
6046;0
6047;0
6048;0
6049;0
6050;0.003
6051;0.198
6052;0.233
6053;0.101
6054;0.094
6055;0.163
6056;0.259
6057;0.21
6058;0.111
6059;0.058
6060;0.044
6061;0.012
6062;0.003
6063;0.003
6064;0.002
6065;0
6066;0
6067;0
6068;0
6069;0
6070;0
6071;0
6072;0
6073;0
6074;0.002
6075;0.066
6076;0.014
6077;0.007
6078;0.019
6079;0.029
6080;0.033
6081;0.126
6082;0.318
6083;0.425
6084;0.21
6085;0.046
6086;0.089
6087;0.194
6088;0.326
6089;0.618
6090;0.638
6091;0.475
6092;0.249
6093;0.05
6094;0.009
6095;0.002
6096;0
6097;0
6098;0
6099;0
6100;0.001
6101;0.005
6102;0.014
6103;0.032
6104;0.124
6105;0.594
6106;0.885
6107;0.614
6108;0.249
6109;0.073
6110;0.038
6111;0.03
6112;0.046
6113;0.017
6114;0.004
6115;0.001
6116;0.001
6117;0.001
6118;0.002
6119;0.003
6120;0.003
6121;0.002
6122;0.005
6123;0.047
6124;0.207
6125;0.308
6126;0.759
6127;1.281
6128;1.261
6129;1.113
6130;0.911
6131;0.664
6132;0.256
6133;0.024
6134;0.013
6135;0.023
6136;0.016
6137;0.008
6138;0.003
6139;0.001
6140;0
6141;0
6142;0
6143;0
6144;0.001
6145;0.001
6146;0.006
6147;0.014
6148;0.048
6149;0.098
6150;0.18
6151;0.34
6152;1.084
6153;2.121
6154;2.217
6155;1.568
6156;0.495
6157;0.04
6158;0.014
6159;0.009
6160;0.006
6161;0.002
6162;0.001
6163;0
6164;0
6165;0
6166;0
6167;0
6168;0
6169;0
6170;0
6171;0.001
6172;0.008
6173;0.02
6174;0.07
6175;0.139
6176;0.63
6177;2.007
6178;2.665
6179;1.82
6180;0.497
6181;0.04
6182;0.008
6183;0.002
6184;0
6185;0
6186;0
6187;0
6188;0
6189;0
6190;0
6191;0
6192;0
6193;0
6194;0
6195;0.003
6196;0.001
6197;0.001
6198;0.006
6199;0.037
6200;0.067
6201;0.314
6202;1.233
6203;1.43
6204;1.084
6205;0.262
6206;0.302
6207;0.4
6208;0.251
6209;0.084
6210;0.018
6211;0.002
6212;0.001
6213;0.001
6214;0
6215;0
6216;0.001
6217;0.004
6218;0.021
6219;0.103
6220;0.211
6221;0.436
6222;0.813
6223;1.561
6224;2.413
6225;3.396
6226;3.081
6227;1.498
6228;0.352
6229;0.033
6230;0.02
6231;0.019
6232;0.015
6233;0.003
6234;0.001
6235;0
6236;0
6237;0
6238;0
6239;0
6240;0
6241;0.002
6242;0.014
6243;0.205
6244;0.601
6245;0.544
6246;0.542
6247;0.466
6248;0.337
6249;0.196
6250;0.06
6251;0.006
6252;0
6253;0
6254;0
6255;0.003
6256;0.006
6257;0.008
6258;0.009
6259;0.014
6260;0.018
6261;0.025
6262;0.029
6263;0.026
6264;0.023
6265;0.017
6266;0.007
6267;0.004
6268;0
6269;0
6270;0
6271;0
6272;0
6273;0
6274;0
6275;0
6276;0
6277;0
6278;0
6279;0
6280;0.001
6281;0
6282;0
6283;0
6284;0
6285;0
6286;0
6287;0
6288;0
6289;0
6290;0
6291;0
6292;0.001
6293;0
6294;0
6295;0
6296;0
6297;0
6298;0
6299;0
6300;0.008
6301;0.001
6302;0
6303;0
6304;0
6305;0
6306;0
6307;0
6308;0
6309;0
6310;0.001
6311;0.001
6312;0.001
6313;0.001
6314;0
6315;0
6316;0.001
6317;0
6318;0
6319;0
6320;0.001
6321;0.004
6322;0.043
6323;0.075
6324;0.064
6325;0.004
6326;0
6327;0
6328;0.001
6329;0.001
6330;0.001
6331;0.001
6332;0
6333;0
6334;0
6335;0.001
6336;0.002
6337;0.002
6338;0
6339;0
6340;0
6341;0
6342;0.001
6343;0.001
6344;0.002
6345;0.006
6346;0.003
6347;0.004
6348;0.005
6349;0
6350;0
6351;0
6352;0
6353;0
6354;0
6355;0
6356;0
6357;0
6358;0
6359;0
6360;0
6361;0
6362;0.001
6363;0
6364;0.001
6365;0.001
6366;0
6367;0
6368;0
6369;0
6370;0.004
6371;0.059
6372;0.118
6373;0.01
6374;0.002
6375;0.001
6376;0
6377;0
6378;0
6379;0
6380;0
6381;0
6382;0
6383;0
6384;0
6385;0
6386;0
6387;0.002
6388;0.006
6389;0.012
6390;0.02
6391;0.016
6392;0.012
6393;0.013
6394;0.021
6395;0.016
6396;0.051
6397;0.004
6398;0.003
6399;0.003
6400;0.004
6401;0.006
6402;0.01
6403;0.022
6404;0.033
6405;0.026
6406;0.01
6407;0.005
6408;0.002
6409;0
6410;0.001
6411;0.009
6412;0.052
6413;0.082
6414;0.176
6415;0.305
6416;0.397
6417;0.644
6418;0.849
6419;0.63
6420;0.168
6421;0.024
6422;0.026
6423;0.026
6424;0.018
6425;0.009
6426;0.003
6427;0.001
6428;0
6429;0
6430;0
6431;0.001
6432;0.001
6433;0.001
6434;0.002
6435;0.008
6436;0.016
6437;0.008
6438;0.007
6439;0.023
6440;0.072
6441;0.069
6442;0.042
6443;0.022
6444;0.019
6445;0.002
6446;0
6447;0
6448;0
6449;0
6450;0
6451;0
6452;0
6453;0
6454;0
6455;0
6456;0
6457;0
6458;0
6459;0.005
6460;0.039
6461;0.032
6462;0.037
6463;0.013
6464;0.008
6465;0.007
6466;0.006
6467;0.002
6468;0
6469;0
6470;0
6471;0
6472;0
6473;0
6474;0
6475;0.001
6476;0.001
6477;0.002
6478;0.007
6479;0.021
